train_pct,set,x,y,y_hat
70,test,5.3,83088.0,75050.6641945139
70,test,3.2,64445.0,54693.42295814402
70,test,3.7,57189.0,59540.385157279714
70,test,10.3,122391.0,123520.28618587078
70,test,8.7,109431.0,108010.00714863656
70,test,4.0,56957.0,62448.562476761115
80,train,10.3,122391.0,123615.71934964022
80,train,8.7,109431.0,107984.82530452657
80,train,4.0,56957.0,62069.074047005364
80,train,1.1,39343.0,33738.078590236946
80,train,2.2,39891.0,44484.31824625256
80,train,5.1,66029.0,72815.31370302098
80,train,2.9,56642.0,51322.83439098975
80,train,4.1,57081.0,63046.00492482496
80,train,4.0,55794.0,62069.074047005364
80,train,7.9,101302.0,100169.37828196978
80,train,1.3,46205.0,35691.94034587615
80,train,1.5,37731.0,37645.80210151535
80,train,9.0,105582.0,110915.6179379854
80,train,2.0,43525.0,42530.45649061335
80,train,7.1,98273.0,92353.93125941299
80,train,9.5,116969.0,115800.2723270834
80,train,5.9,81363.0,80630.76072557777
80,train,10.5,121872.0,125569.58110527939
80,train,6.8,91738.0,89423.13862595419
80,train,3.2,54445.0,54253.627024448564
80,train,3.9,63218.0,61092.143169185765
80,train,4.5,61111.0,66953.72843610337
80,train,6.0,93940.0,81607.69160339737
80,train,3.0,60150.0,52299.76526880936
80,test,9.6,112635.0,116777.203204903
80,test,4.9,67938.0,70861.45194738178
80,test,8.2,113812.0,103100.17091542858
80,test,5.3,83088.0,74769.17545866017
80,test,3.2,64445.0,54253.627024448564
80,test,3.7,57189.0,59138.28141354657
90,train,5.3,83088.0,75283.20308177531
90,train,3.2,64445.0,54771.32946522403
90,train,3.7,57189.0,59655.10889773624
90,train,10.3,122391.0,124120.99740689746
90,train,8.7,109431.0,108492.90322285835
90,train,4.0,56957.0,62585.376557243566
90,train,1.1,39343.0,34259.45584867273
90,train,2.2,39891.0,45003.7706001996
90,train,5.1,66029.0,73329.69130877043
90,train,2.9,56642.0,51841.0618057167
90,train,4.1,57081.0,63562.132443746006
90,train,4.0,55794.0,62585.376557243566
90,train,7.9,101302.0,100678.85613083883
90,train,1.3,46205.0,36212.96762167761
90,train,1.5,37731.0,38166.4793946825
90,train,9.0,105582.0,111423.1708823657
90,train,2.0,43525.0,43050.25882719472
90,train,7.1,98273.0,92864.80903881928
90,train,9.5,116969.0,116306.9503148779
90,train,5.9,81363.0,81143.73840078998
90,train,10.5,121872.0,126074.50917990235
90,train,6.8,91738.0,89934.54137931197
90,train,3.2,54445.0,54771.32946522403
90,train,3.9,63218.0,61608.620670741126
90,train,4.5,61111.0,67469.15598975579
90,train,6.0,93940.0,82120.49428729241
90,train,3.0,60150.0,52817.81769221914
90,test,9.6,112635.0,117283.70620138035
90,test,4.9,67938.0,71376.17953576555
90,test,8.2,113812.0,103609.12379034614
